단어,빈도,category
이리,2.0142167473692916,섹시한
알어,2.011955956043148,섹시한
순간에,2.011351713798605,섹시한
중,2.0075677078766168,섹시한
서로의,2.005668235189978,섹시한
빛이,1.9984171802863036,섹시한
곳으로,1.9969394729096586,섹시한
어,1.99658561101172,섹시한
귀,1.9890158971304746,섹시한
흘러,1.9878792579664455,섹시한
없는데,1.984903044478866,섹시한
듯해,1.9758916323906126,섹시한
곳에,1.97537317313602,섹시한
같은데,1.9742129954451644,섹시한
앞에서,1.9741529350742946,섹시한
싶다고,1.9701978328708962,섹시한
하나가,1.9644685249596532,섹시한
원래,1.9630903389335859,섹시한
언제,1.9612011192701937,섹시한
너야,1.9604225170560785,섹시한
타,1.951329085559601,섹시한
모두가,1.948993920116976,섹시한
곳을,1.9468495829749743,섹시한
나만의,1.9446825760287785,섹시한
이름,1.944315443493526,섹시한
잠든,1.9436576629578592,섹시한
차,1.9415030606778678,섹시한
아름다운,1.9391486710611425,섹시한
얘기,1.9372546729380327,섹시한
세상,1.9367262924966133,섹시한
맘대로,1.936614739125262,섹시한
되고,1.9330406203674535,섹시한
노래,1.9308535485170442,섹시한
맞는,1.9283269161524401,섹시한
하나면,1.9276280013048082,섹시한
세상에,1.9255995027685835,섹시한
안에서,1.9240830162449645,섹시한
사랑에,1.9238935567289763,섹시한
낯선,1.921206138502246,섹시한
살,1.9158035770023734,섹시한
단둘이,1.91565332239024,섹시한
오래,1.9147092395761347,섹시한
느낌은,1.9133668143297498,섹시한
여자가,1.9117592855552177,섹시한
나쁜,1.909936921059845,섹시한
어디서,1.9093894683876875,섹시한
집,1.9076760935321952,섹시한
눈치,1.9068673618704617,섹시한
담배,1.9056766712638356,섹시한
제일,1.9039350501344732,섹시한
들어가,1.9001677942534554,섹시한
향기가,1.8957490245469484,섹시한
새벽,1.8954555050790896,섹시한
나가,1.8950215838316478,섹시한
느껴봐,1.893489369704955,섹시한
흔들리는,1.8922594001527553,섹시한
바보,1.8916511110390788,섹시한
듣고,1.8868411939427576,섹시한
어려워,1.8866923135323945,섹시한
때가,1.8849713222521058,섹시한
별,1.8841914311593027,섹시한
여기까지,1.8811209035332828,섹시한
걸까,1.880681310036924,섹시한
단지,1.879461405777592,섹시한
높은,1.8766632934743943,섹시한
스며들어,1.8757835322941072,섹시한
그녀는,1.870507313114402,섹시한
때는,1.8697241207296895,섹시한
있을까,1.8664749768781637,섹시한
술,1.861183469993797,섹시한
어둠이,1.8566166091057719,섹시한
우아한,1.85298404734494,섹시한
잊고,1.8525877905161419,섹시한
밤새도록,1.8524729382017402,섹시한
꿈이,1.8506190799067108,섹시한
불러줘,1.8477118779483983,섹시한
손길,1.8434176437883047,섹시한
말아줘,1.8425230352001691,섹시한
물어,1.8420415215350234,섹시한
준,1.84048097994175,섹시한
섹시해,1.8367235159536386,섹시한
걱정하지마,1.8343124062804186,섹시한
귓가에,1.833575912021797,섹시한
유일한,1.8327445491347207,섹시한
없게,1.828620323484461,섹시한
열어,1.8266062510185295,섹시한
테니까,1.818768759147412,섹시한
있던,1.8143423915965067,섹시한
잠,1.8088141292000048,섹시한
가지,1.799943491372616,섹시한
미소,1.7995627136846721,섹시한
위에서,1.7978774118241416,섹시한
길이,1.7971272799101699,섹시한
느낌을,1.7941747758965128,섹시한
마지막,1.7941710123363022,섹시한
입술은,1.792137934302713,섹시한
차라리,1.7898463325358507,섹시한
잡은,1.789621821373413,섹시한
남자들,1.7890369882130375,섹시한
벗어,1.7886867449877244,섹시한
큰,1.78732562053689,섹시한
시선,1.7837925476555518,섹시한
발끝까지,1.7758449623182941,섹시한
좀더,1.7725483361472836,섹시한
데려다,1.771000685370215,섹시한
뜨거운,1.7705559880522,섹시한
잡아줘,1.7704001360728598,섹시한
목이,1.7682896025135646,섹시한
당겨,1.7673978171305595,섹시한
거니,1.7667797405613799,섹시한
우아,1.7624587729173011,섹시한
바람이,1.761767391452371,섹시한
이유,1.760238134428085,섹시한
못하게,1.7531307587046125,섹시한
전혀,1.7502487784546765,섹시한
일이,1.749067651957616,섹시한
맞아,1.7439306034329123,섹시한
하면,1.74075477659965,섹시한
준비가,1.7388557442529309,섹시한
엉덩이,1.7387449333412723,섹시한
아직은,1.7365965616800352,섹시한
막,1.7355442611674845,섹시한
지나면,1.7348083260495542,섹시한
무대,1.7339511964490286,섹시한
오지,1.7337885971006317,섹시한
그대여,1.7334658209981195,섹시한
거리,1.7282653842947533,섹시한
했어,1.7278263489279668,섹시한
기분은,1.7207147273444152,섹시한
부드럽게,1.7203476162040234,섹시한
애,1.7177841629107422,섹시한
넘어,1.7156158466262317,섹시한
뭔지,1.71075033484352,섹시한
위험해,1.708326546176558,섹시한
바다,1.7076474689518228,섹시한
빠져,1.7055649474120935,섹시한
미친,1.7050163989382097,섹시한
이름을,1.704483953258106,섹시한
이상은,1.7043915897030288,섹시한
감싸고,1.6996817282345997,섹시한
버려,1.6988211150410717,섹시한
쳐다보는,1.6975002482663843,섹시한
처음이야,1.6970136640635758,섹시한
음,1.6935784315409783,섹시한
왔어,1.6932771451514501,섹시한
말로,1.6914802086300065,섹시한
기대,1.690628161090383,섹시한
없지만,1.6898344918658446,섹시한
주고,1.6875935516665022,섹시한
누워,1.6867998363971581,섹시한
밖에,1.6835904470516856,섹시한
속으로,1.6801495498313803,섹시한
떠나,1.679078818763394,섹시한
남자들은,1.6731960141208226,섹시한
모르겠어,1.672603123004425,섹시한
너한테,1.6697257409383561,섹시한
하얀,1.661631061262986,섹시한
아무리,1.659858939427826,섹시한
다들,1.657882563873357,섹시한
여자를,1.6540990104378996,섹시한
꽤,1.6506503952626947,섹시한
너라는,1.6503314564949494,섹시한
말하고,1.649425261370423,섹시한
가져,1.6462995733497094,섹시한
어디,1.6433765095543904,섹시한
홀로,1.6427577961779618,섹시한
좋을,1.6418433801067402,섹시한
오면,1.641298631064873,섹시한
조용히,1.6397076017377243,섹시한
입술로,1.6388603605371084,섹시한
것처럼,1.6365065544545636,섹시한
여잔,1.6359840167890498,섹시한
되어,1.6252089569633703,섹시한
뭔가,1.6222343502231946,섹시한
순간을,1.6215590695840731,섹시한
꽃,1.6204922867829352,섹시한
누구보다,1.619178425960973,섹시한
틈,1.6190136960308728,섹시한
숨겨,1.6183729442635721,섹시한
얼굴이,1.61836532241712,섹시한
맡겨,1.6183642762768065,섹시한
그대와,1.61827319674625,섹시한
가져가,1.6180864809536004,섹시한
달콤해,1.613350911728498,섹시한
가끔은,1.6131216907891244,섹시한
곳이,1.6112824097156355,섹시한
아픈,1.6060858164938787,섹시한
걱정,1.6053692195034186,섹시한
되지,1.6044724639338628,섹시한
아찔한,1.6029525563514562,섹시한
눈물이,1.6022906515723516,섹시한
당장,1.5991210644517977,섹시한
뒤,1.597612602206501,섹시한
있음,1.5970387552847125,섹시한
노래를,1.5963948627993694,섹시한
이끄는,1.5943918603384777,섹시한
별이,1.5938779091130293,섹시한
후,1.5903010849999777,섹시한
않지,1.5848864385232333,섹시한
상관,1.5844476122655566,섹시한
바꿔,1.5804111796004547,섹시한
비밀,1.5792583045421054,섹시한
어쩜,1.5775766278931749,섹시한
들어봐,1.5727325698643262,섹시한
없다면,1.5717145716598495,섹시한
그리,1.5715648857444369,섹시한
만,1.5688411168712473,섹시한
풀어,1.565799020881581,섹시한
사랑하는,1.5652477658632653,섹시한
멋진,1.5604010881455006,섹시한
없고,1.5500745000220093,섹시한
머리부터,1.547710555187269,섹시한
딴,1.5473885934879723,섹시한
너에,1.5473641353657384,섹시한
채워,1.5465112072078568,섹시한
아니고,1.5431699599980404,섹시한
역시,1.540020914843316,섹시한
터질,1.539253450160026,섹시한
들려,1.53925222085781,섹시한
하루가,1.5389363794875064,섹시한
목소리가,1.5369897302164441,섹시한
향해,1.533541810548262,섹시한
사는,1.531663977912651,섹시한
어제의,1.5313647840808182,섹시한
살아,1.5303610751679573,섹시한
때문에,1.530269750860057,섹시한
내일이,1.5299535795383639,섹시한
완벽해,1.529689000876068,섹시한
아무런,1.5203135027238204,섹시한
아침,1.515564093425582,섹시한
잊지,1.5138536114682202,섹시한
것을,1.5120223257121235,섹시한
조명,1.5117341101907438,섹시한
분위기,1.507371212684531,섹시한
놓고,1.5063390350082941,섹시한
취한,1.505782910375076,섹시한
허나,1.5027106847549547,섹시한
꺼,1.4997578863977066,섹시한
거의,1.4990170563047565,섹시한
옳지,1.4970928993420043,섹시한
사이로,1.4884085575462658,섹시한
타고,1.48833049756435,섹시한
그녀가,1.4877633435808908,섹시한
뜨면,1.4862354900179262,섹시한
감정이,1.4844266243668356,섹시한
위를,1.4841360848942318,섹시한
날이,1.4835938791066892,섹시한
뭐든지,1.4795940701580563,섹시한
오는,1.4784129233571879,섹시한
올라,1.477698627751138,섹시한
너만의,1.4720127220932455,섹시한
너만을,1.471635866078613,섹시한
앉아,1.4707858171791983,섹시한
유난히,1.4681167159745279,섹시한
선을,1.465974825684588,섹시한
보게,1.465143866831855,섹시한
귀에,1.4616779921705279,섹시한
그렇지,1.4615647476267197,섹시한
무릎,1.4581836309431842,섹시한
해줄게,1.455690642648531,섹시한
목소리,1.4540972901563514,섹시한
입술에,1.4523856392261099,섹시한
돌아,1.4497548389674006,섹시한
안해도,1.4490352914748041,섹시한
함부로,1.4489442316218597,섹시한
보여줄게,1.4464857397599735,섹시한
편하게,1.4402622146372586,섹시한
분,1.4395292900374088,섹시한
오늘이,1.4384947952787719,섹시한
얼굴을,1.4375565249274633,섹시한
코,1.436262140264068,섹시한
전화해,1.4320338808868938,섹시한
모른,1.428521105042034,섹시한
곁으로,1.4265805635886808,섹시한
보지,1.4255686153988143,섹시한
곁을,1.42440844542821,섹시한
곳,1.423002591368374,섹시한
빠진,1.4219434268099425,섹시한
방,1.4208808216216209,섹시한
비가,1.4195504235430145,섹시한
다가가,1.418295579482788,섹시한
마음도,1.4180420191955498,섹시한
친구,1.417326945689366,섹시한
들어줄게,1.4167326937906173,섹시한
빛,1.4148004887297052,섹시한
일단,1.4127424114452907,섹시한
숨길,1.411257969134863,섹시한
발,1.4070663891432598,섹시한
할게,1.4067928451972294,섹시한
원한다면,1.4055962592488878,섹시한
느껴지는,1.3968379195570062,섹시한
텐데,1.3939323282597202,섹시한
않고,1.3936372084891642,섹시한
차가운,1.392842478774904,섹시한
아마도,1.3904550194918481,섹시한
애써,1.388170353264355,섹시한
찬,1.3879964014582196,섹시한
꺼진,1.3854980578587222,섹시한
때마다,1.3847375251639686,섹시한
그러니,1.383707002695542,섹시한
전화,1.3793006040950035,섹시한
느끼고,1.378854270513975,섹시한
그렇게도,1.3753722874254213,섹시한
감싸,1.3746070404973407,섹시한
끝을,1.374180363758364,섹시한
스타킹,1.3728924177844968,섹시한
옷을,1.3699788974544311,섹시한
닿는,1.3696988202823002,섹시한
라,1.3682705892029277,섹시한
아침에,1.3675480403736209,섹시한
어느,1.3663872272912279,섹시한
태양,1.3660933958923767,섹시한
고갤,1.3631804010984452,섹시한
여자는,1.3590214650477783,섹시한
먹고,1.3562710448621618,섹시한
있는데,1.3550089128664644,섹시한
아예,1.354397507049382,섹시한
묻지마,1.352056167360474,섹시한
받아줘,1.3500071208459796,섹시한
너와의,1.3490451290129568,섹시한
익숙한,1.3488922445593543,섹시한
짜릿한,1.3476523754211183,섹시한
서,1.345469071771782,섹시한
이걸,1.34195900059566,섹시한
싶은걸,1.3414143648102015,섹시한
사라져,1.3399924914985162,섹시한
고민,1.3379985824878626,섹시한
가지마,1.3364924706693841,섹시한
뒤에서,1.3350837323858802,섹시한
다음엔,1.332343472763079,섹시한
나야,1.3309054673243246,섹시한
너밖에,1.3303859802124491,섹시한
따뜻한,1.3288750758684065,섹시한
새로운,1.3255838521131784,섹시한
그리워,1.3243923941210074,섹시한
어디로,1.3208152576191867,섹시한
슬픈,1.3205751109327784,섹시한
생각은,1.319823089420735,섹시한
오늘따라,1.317802273458579,섹시한
첫,1.3169156375536373,섹시한
뭐래도,1.3156941925982502,섹시한
바라,1.310156730994809,섹시한
달리,1.308534091948582,섹시한
속삭여줘,1.3063777821178608,섹시한
환하게,1.3019569236468307,섹시한
쉿,1.299045460122102,섹시한
표정,1.298594228292879,섹시한
기억이,1.2943399895368901,섹시한
도대체,1.292360701228503,섹시한
내게만,1.2911334141485051,섹시한
깊숙이,1.2899296007491223,섹시한
돌아가,1.2870100985693051,섹시한
느린,1.2817566945959358,섹시한
거친,1.2814241909892696,섹시한
해봐도,1.2800822984462863,섹시한
일을,1.2793567409618056,섹시한
마주친,1.2792711908463361,섹시한
녹여줘,1.273695497317744,섹시한
사이가,1.27050910067244,섹시한
뜰,1.2650014162077081,섹시한
공간,1.2648751714976991,섹시한
있지만,1.2648003889419404,섹시한
어디를,1.2646480744535418,섹시한
때에,1.2629169646923084,섹시한
맨,1.2611460148789413,섹시한
워,1.261026787391786,섹시한
일은,1.260022778200411,섹시한
자신,1.2498203107503547,섹시한
없다고,1.2496686182332186,섹시한
그대는,1.2457714444705283,섹시한
올라가,1.2439567168353176,섹시한
감아줘,1.241714639735648,섹시한
말에,1.2407717355208354,섹시한
모를,1.2326694880760962,섹시한
그녀의,1.231862334118942,섹시한
우우우,1.2311256058598636,섹시한
한잔,1.2307262570502573,섹시한
빠져들어,1.230152252138116,섹시한
못할,1.2286914396290638,섹시한
혹시나,1.2249262606912659,섹시한
볼까,1.2238342455468525,섹시한
일어나,1.22264932321968,섹시한
충분해,1.2155608459588108,섹시한
맞게,1.2120627975934612,섹시한
가자,1.2118769311920075,섹시한
가도,1.206697758546426,섹시한
있어도,1.2054130734428707,섹시한
생각을,1.2016632723942668,섹시한
머리가,1.1986384681384348,섹시한
쳐다봐,1.1985329115860366,섹시한
봤을,1.1961853043456077,섹시한
몸매,1.1948202807810397,섹시한
밴,1.19449536236437,섹시한
비추면,1.1887093086872864,섹시한
꿈만,1.1883815716002715,섹시한
빛나는,1.1883611109308463,섹시한
안으로,1.1856491213867792,섹시한
안아줄게,1.1853111265051821,섹시한
볼수록,1.1846618216639495,섹시한
없으니까,1.1833482078134954,섹시한
바보처럼,1.1765249372641922,섹시한
음악을,1.1749020265492436,섹시한
다시는,1.1736180402795788,섹시한
대해,1.1730738332347825,섹시한
영화,1.173063397156442,섹시한
집에서,1.1730192468757255,섹시한
웃고,1.1709779635584343,섹시한
솔직하게,1.1700151357816269,섹시한
나누고,1.1666464139563935,섹시한
기분이,1.1613204979447715,섹시한
허리에,1.1539659644309745,섹시한
아직까지,1.153953714361802,섹시한
퍼지네,1.14945136546303,섹시한
하나만,1.1473653818111618,섹시한
가볍게,1.1464341257692083,섹시한
때도,1.141942012208681,섹시한
땜에,1.1399087359654525,섹시한
처음부터,1.1347232048571998,섹시한
어디로든,1.1336666687021018,섹시한
믿어줘,1.1266203670066894,섹시한
미쳐가,1.1245781821311676,섹시한
녹아,1.1240206528952787,섹시한
치마를,1.1231264657726059,섹시한
하루종일,1.116198166629068,섹시한
찾아,1.1104686510709376,섹시한
이름은,1.109024115651227,섹시한
모습에,1.1088674787687294,섹시한
보내고,1.0971537529455255,섹시한
불안해,1.0915488684213432,섹시한
위스키,1.0914886018335017,섹시한
커피,1.0869091598469347,섹시한
줘요,1.0844235230152448,섹시한
싶을,1.0823442170041493,섹시한
지,1.0769859466370781,섹시한
변해,1.0763564377488637,섹시한
아파,1.075528278219657,섹시한
놀고,1.0724784737419468,섹시한
해요,1.0718265860414187,섹시한
맞닿을,1.0698688514296075,섹시한
태양이,1.0664721165922622,섹시한
시선을,1.0608669767131407,섹시한
뒤를,1.0599820080798334,섹시한
년,1.0531682764200998,섹시한
부르는,1.0332078796675312,섹시한
같던,1.0256371413209822,섹시한
머리를,1.0244994210272376,섹시한
달,1.0222852907325364,섹시한
처음처럼,1.0186582353911373,섹시한
덜,1.012420143398687,섹시한
켜,1.0098756830814977,섹시한
지나도,1.0096472887874133,섹시한
남아있어,1.0080678396865679,섹시한
이방인,0.9901032884099121,섹시한
원하게,0.985345530248712,섹시한
수영해,0.9772747558044934,섹시한
올래요,0.9737464561813581,섹시한
짧아,0.9695861842811341,섹시한
지겨워,0.9694009540884125,섹시한
문을,0.9680740508553347,섹시한
밝히리,0.9674299164377902,섹시한
처,0.9549284207778039,섹시한
기다리고,0.9519359634661044,섹시한
하나나나나,0.9498143699403081,섹시한
하나둘,0.9312304761784533,섹시한
해야해,0.9211603647094811,섹시한
카모마일,0.9124981623499931,섹시한
나에겐,0.9102765725745577,섹시한
얘기만,0.9102385702773846,섹시한
상상,0.8927855149335354,섹시한
미칠,0.8909116208484739,섹시한
밝혀줘,0.8842155723991963,섹시한
미워요,0.8773489143082628,섹시한
애야,0.8761429768738722,섹시한
곡선,0.8725693098645396,섹시한
삶을,0.8543266478489193,섹시한
빨갛게,0.8034517368514748,섹시한
나고,0.7978052286845062,섹시한
떠서,0.7939418252576624,섹시한
닦아,0.7898718866351402,섹시한
링마벨,0.7631485831115771,섹시한
우아해,0.7581993112941985,섹시한
떨어진다,0.7538694139441124,섹시한
익었지만,0.7367717838004699,섹시한
아래로,0.7267613663666801,섹시한
녹이자,0.716245371565784,섹시한
현아,0.713783338401857,섹시한
갖춰,0.6789643712545829,섹시한
피,0.6315283189621147,섹시한
보내지,0.6210349041485836,섹시한
우후,0.5971996171072911,섹시한
때까지만,0.5856537617748283,섹시한
우와,0.5608976671236225,섹시한
링링,0.538693117490525,섹시한
방법이,0.49886874290806715,섹시한
이젠,15.517740713635629,쓸쓸한
밤,15.337422767755525,쓸쓸한
너와,13.119753674133282,쓸쓸한
할,12.215598333484815,쓸쓸한
혼자,12.034543742421711,쓸쓸한
같은,12.006366994739153,쓸쓸한
함께,11.99063890516547,쓸쓸한
너에게,11.830189192884287,쓸쓸한
참,11.688200530746446,쓸쓸한
아직,11.303879458866218,쓸쓸한
있을까,11.292881743273806,쓸쓸한
없이,11.139410425588691,쓸쓸한
모두,11.068172881547442,쓸쓸한
보고,11.023890814853633,쓸쓸한
그댈,10.948620250598735,쓸쓸한
그때,10.597358288779285,쓸쓸한
마음,10.442712103752566,쓸쓸한
저,10.239187941633528,쓸쓸한
그대가,10.162696014906322,쓸쓸한
눈을,10.128714514215906,쓸쓸한
속에,10.043092102164227,쓸쓸한
많이,9.932816028066227,쓸쓸한
듯,9.87047865346146,쓸쓸한
어떻게,9.772728123785742,쓸쓸한
다른,9.771076394932054,쓸쓸한
그래,9.725222619829488,쓸쓸한
그대를,9.618976197014895,쓸쓸한
마음이,9.48520781471531,쓸쓸한
있다면,9.483275054423133,쓸쓸한
마음을,9.437981961900013,쓸쓸한
두,9.382092270131887,쓸쓸한
시간이,9.363953586009215,쓸쓸한
그대의,9.188546367762074,쓸쓸한
오늘,9.145105660074764,쓸쓸한
사람,9.13386925900925,쓸쓸한
사랑,9.0407907920208,쓸쓸한
이런,9.028916546191937,쓸쓸한
늘,8.93031934933941,쓸쓸한
사랑을,8.84115040390753,쓸쓸한
않는,8.735124857377428,쓸쓸한
볼,8.689404438562354,쓸쓸한
곁에,8.673747059101965,쓸쓸한
그저,8.65361810762728,쓸쓸한
아직도,8.652764103099178,쓸쓸한
시간,8.53046871257995,쓸쓸한
맘,8.436499198327965,쓸쓸한
너도,8.340450492696272,쓸쓸한
꼭,8.321813258032499,쓸쓸한
안,8.256720113598,쓸쓸한
나도,8.163253452138658,쓸쓸한
사랑해,8.125147483278878,쓸쓸한
아무,8.10094484936167,쓸쓸한
어떤,8.08754348154732,쓸쓸한
오늘도,8.060904158200977,쓸쓸한
니,7.921025941534403,쓸쓸한
줄,7.9133614839578765,쓸쓸한
매일,7.878224606313835,쓸쓸한
여전히,7.689136756729421,쓸쓸한
눈물이,7.68079156399904,쓸쓸한
언제나,7.667777471122501,쓸쓸한
작은,7.648465225875102,쓸쓸한
손을,7.611185841196324,쓸쓸한
우리가,7.602629984436595,쓸쓸한
알고,7.59498336360842,쓸쓸한
수가,7.539359746261159,쓸쓸한
안녕,7.413807543512744,쓸쓸한
못한,7.38419903689365,쓸쓸한
사랑이,7.325431800160531,쓸쓸한
마,7.284252985110767,쓸쓸한
얼마나,7.256705252930631,쓸쓸한
멀리,7.2564435737266155,쓸쓸한
꿈을,7.224054005149866,쓸쓸한
맘을,7.211209378473693,쓸쓸한
우리의,7.199503983656713,쓸쓸한
많은,7.075811302787139,쓸쓸한
싶은,6.96448004604121,쓸쓸한
자꾸,6.924412744085917,쓸쓸한
것처럼,6.855519298475572,쓸쓸한
혹시,6.850498500567966,쓸쓸한
이미,6.850125822732493,쓸쓸한
아주,6.658337045621645,쓸쓸한
제발,6.531081278678451,쓸쓸한
하루,6.52737721977476,쓸쓸한
기억,6.518078989572643,쓸쓸한
내겐,6.427164655023698,쓸쓸한
이제는,6.418225460341488,쓸쓸한
맘이,6.378696439582355,쓸쓸한
처음,6.35461560708082,쓸쓸한
언젠가,6.340965652977119,쓸쓸한
아무것도,6.29897180405436,쓸쓸한
말아요,6.286822841120736,쓸쓸한
미안해,6.270390642164008,쓸쓸한
그대로,6.26745478626928,쓸쓸한
아픈,6.26462791617516,쓸쓸한
네게,6.263259532111079,쓸쓸한
모습,6.252690926344788,쓸쓸한
조금씩,6.2370068671356576,쓸쓸한
보면,6.207562048764224,쓸쓸한
말이,6.206879838919003,쓸쓸한
걸까,6.127369452862232,쓸쓸한
하지만,6.122446682231238,쓸쓸한
사랑했던,6.06955324281788,쓸쓸한
같이,6.053738670984801,쓸쓸한
만큼,5.966060039390589,쓸쓸한
텐데,5.946130059221073,쓸쓸한
애써,5.937526180561352,쓸쓸한
세상,5.925953431418479,쓸쓸한
그리워,5.906907614453623,쓸쓸한
좋은,5.86010230190225,쓸쓸한
밤이,5.852966049146394,쓸쓸한
비가,5.832561191057197,쓸쓸한
몰라,5.828773722584657,쓸쓸한
점점,5.816225525197818,쓸쓸한
아무도,5.752093038105665,쓸쓸한
가고,5.7119581296187025,쓸쓸한
것만,5.644357574505255,쓸쓸한
어느새,5.636699210250377,쓸쓸한
있을,5.628467258301005,쓸쓸한
아닌,5.6021082455723565,쓸쓸한
그대는,5.596971426637378,쓸쓸한
길을,5.595054100857519,쓸쓸한
조금,5.593261825341925,쓸쓸한
말을,5.53801874675362,쓸쓸한
않은,5.529144390405292,쓸쓸한
같아서,5.5274685554315965,쓸쓸한
아무리,5.527341572190786,쓸쓸한
항상,5.509003468349277,쓸쓸한
건지,5.506330253991509,쓸쓸한
하루가,5.498846812616448,쓸쓸한
그댄,5.492582525953023,쓸쓸한
사랑은,5.44127013318716,쓸쓸한
오면,5.412755493017629,쓸쓸한
마지막,5.397688594897997,쓸쓸한
이대로,5.3508105883066275,쓸쓸한
눈,5.340391964604876,쓸쓸한
바람이,5.327679238872139,쓸쓸한
눈물,5.288321288702142,쓸쓸한
가는,5.277314657185686,쓸쓸한
없었던,5.2735743032869555,쓸쓸한
몇,5.252461213737027,쓸쓸한
그게,5.246601833638484,쓸쓸한
척,5.21009564795163,쓸쓸한
말도,5.209166808611447,쓸쓸한
우릴,5.206580147129491,쓸쓸한
못해,5.171225766006649,쓸쓸한
눈에,5.138095455207569,쓸쓸한
지나,5.116546120657789,쓸쓸한
않을,5.113251253138738,쓸쓸한
잊지,5.105954312105978,쓸쓸한
오,5.104475626066322,쓸쓸한
나만,5.091493742154096,쓸쓸한
겨울이,5.066873887115097,쓸쓸한
차가운,5.058067698440082,쓸쓸한
그때의,5.002606159665368,쓸쓸한
모습이,4.990853092121522,쓸쓸한
갈,4.967709599367162,쓸쓸한
있던,4.9673490639320645,쓸쓸한
아름다운,4.932398917008565,쓸쓸한
나에게,4.904477399172798,쓸쓸한
이별,4.899509315398278,쓸쓸한
하루를,4.898285212182514,쓸쓸한
너만,4.89565051648284,쓸쓸한
잊을,4.875405438079954,쓸쓸한
보며,4.862321707561183,쓸쓸한
번,4.859690495748087,쓸쓸한
깊은,4.8470173636844445,쓸쓸한
있게,4.841133266069384,쓸쓸한
서로,4.825647563211439,쓸쓸한
생각이,4.7795230288808686,쓸쓸한
될,4.777678664744217,쓸쓸한
가만히,4.758970971409008,쓸쓸한
우리는,4.733026660842606,쓸쓸한
때까지,4.706194578078789,쓸쓸한
어느,4.698490136245118,쓸쓸한
앞에,4.67957794859903,쓸쓸한
생각에,4.676378545233435,쓸쓸한
했어,4.672621201509734,쓸쓸한
남아,4.659968821019167,쓸쓸한
찾아,4.655627939080278,쓸쓸한
소리,4.6548932077788,쓸쓸한
긴,4.651873287652744,쓸쓸한
잊고,4.648460043987504,쓸쓸한
먼,4.59928357425227,쓸쓸한
안에,4.5857024507575295,쓸쓸한
거,4.568402947657876,쓸쓸한
남은,4.557885701074589,쓸쓸한
마음에,4.550599597636576,쓸쓸한
못할,4.4886163766069505,쓸쓸한
않게,4.471728410526642,쓸쓸한
마음은,4.452914834891605,쓸쓸한
가끔,4.450514826343816,쓸쓸한
괜찮아,4.4458922041351885,쓸쓸한
꿈,4.442117446957123,쓸쓸한
그래도,4.43917928028795,쓸쓸한
가슴,4.434428398350537,쓸쓸한
지난,4.432320517481479,쓸쓸한
길,4.424277891437053,쓸쓸한
없던,4.423737316550288,쓸쓸한
한번,4.422216826346362,쓸쓸한
더는,4.412728324542342,쓸쓸한
위해,4.40791427977708,쓸쓸한
지나고,4.392235009609759,쓸쓸한
한참을,4.382268971030181,쓸쓸한
빈,4.354142505121771,쓸쓸한
수도,4.349726168274918,쓸쓸한
조금만,4.341740188054122,쓸쓸한
싫어,4.335905800043497,쓸쓸한
그리고,4.335142224696459,쓸쓸한
알아,4.329846370706342,쓸쓸한
이별을,4.3238991227427155,쓸쓸한
지울,4.3201705620822395,쓸쓸한
말하지,4.296717665395081,쓸쓸한
너무나,4.280463930587179,쓸쓸한
쉽게,4.238804287073712,쓸쓸한
다신,4.232259458615946,쓸쓸한
돌아와,4.190277920907544,쓸쓸한
하늘,4.185412350041534,쓸쓸한
버린,4.18404180523986,쓸쓸한
말은,4.175184923168865,쓸쓸한
무슨,4.173782626870619,쓸쓸한
홀로,4.142041746105252,쓸쓸한
끝이,4.123640177212957,쓸쓸한
있나요,4.107985027463999,쓸쓸한
때면,4.106532419244861,쓸쓸한
속,4.102162149725284,쓸쓸한
둘,4.101584983591984,쓸쓸한
바래,4.088841922055429,쓸쓸한
단,4.081593167324016,쓸쓸한
의미,4.079217778183513,쓸쓸한
오늘은,4.078375726436573,쓸쓸한
생각해,4.069745873057592,쓸쓸한
것도,4.066140580848832,쓸쓸한
추억이,4.060081462215586,쓸쓸한
되어,4.048022692623959,쓸쓸한
않아도,4.036392307324018,쓸쓸한
사람이,4.026323450552384,쓸쓸한
사랑하는,4.013791326955789,쓸쓸한
자리에,4.009139453123544,쓸쓸한
결국,4.009051978876008,쓸쓸한
나와,4.005550503011636,쓸쓸한
없다는,3.9999169923010913,쓸쓸한
손,3.9980150415905618,쓸쓸한
사랑한,3.954072474539072,쓸쓸한
가득,3.93883770902324,쓸쓸한
날들,3.9326074242736375,쓸쓸한
안고,3.9192530278533946,쓸쓸한
울고,3.9176967811030847,쓸쓸한
보는,3.90998732096163,쓸쓸한
혼자서,3.908492580964496,쓸쓸한
날이,3.898468882999281,쓸쓸한
순간,3.8883091377089354,쓸쓸한
너로,3.88654043977959,쓸쓸한
계절이,3.8775162952997264,쓸쓸한
아무렇지,3.8631970677195073,쓸쓸한
좋겠어,3.8441388354006025,쓸쓸한
시간은,3.829681025715092,쓸쓸한
그만,3.8269453507680646,쓸쓸한
뭐가,3.8189639476005652,쓸쓸한
계속,3.816085822847172,쓸쓸한
기억해,3.8072122736390996,쓸쓸한
줘,3.8034607126881808,쓸쓸한
어쩌면,3.803295007344275,쓸쓸한
잠,3.793743008069894,쓸쓸한
그대여,3.7866888357817268,쓸쓸한
된,3.7845966899282346,쓸쓸한
