단어,빈도,category
오는,4.175931773782289,신나는
못할,4.167272769352729,신나는
지난,4.163503957445045,신나는
가득한,4.1561517020269685,신나는
마음은,4.14859717213954,신나는
곳에,4.142133684169638,신나는
때면,4.139844835732608,신나는
고민,4.129892565325074,신나는
있지,4.109013272450264,신나는
지친,4.106473282489784,신나는
어,4.09671441956029,신나는
쉴,4.096677813142664,신나는
채워,4.096090953993548,신나는
달빛,4.094805628341687,신나는
가지,4.090675136801192,신나는
얼굴,4.087490763639583,신나는
오지,4.08457076753462,신나는
생각이,4.075903619733703,신나는
예,4.0724649526767625,신나는
그녀의,4.070319833098636,신나는
아직은,4.06756061609406,신나는
가자,4.067150376046091,신나는
신경,4.064993651075675,신나는
열어,4.059048574474191,신나는
말로,4.0570460397476635,신나는
궁금해,4.054809319418252,신나는
맡겨,4.039858618997012,신나는
뜨면,4.039602449386649,신나는
오래,4.027210089434759,신나는
문을,4.02697508462807,신나는
높은,4.023627347368119,신나는
모른,4.021537922109555,신나는
맛,4.000781089084512,신나는
어디에,4.000558765036797,신나는
순간이,3.9926917246064146,신나는
테니까,3.984469753369325,신나는
않고,3.983572826234791,신나는
잠든,3.9768506090437947,신나는
두근,3.9758366070336186,신나는
갈래,3.9688175376401684,신나는
너만을,3.967737254913123,신나는
뭐해,3.964537278398384,신나는
마음에,3.9643511444974666,신나는
뒤로,3.962684503986152,신나는
없는데,3.952007706896121,신나는
보지,3.941751814915078,신나는
있으면,3.9396651393629485,신나는
괜히,3.9378163524910055,신나는
그녀,3.9376793913998025,신나는
주고,3.93706479426659,신나는
같애,3.92346643173834,신나는
요즘,3.9132730235173,신나는
했어,3.9052148259144714,신나는
아픈,3.897785634130014,신나는
아님,3.8859619324022803,신나는
태양,3.8825039951630234,신나는
뭐야,3.8774812779194243,신나는
그녀는,3.876935803120846,신나는
애써,3.8746421569337146,신나는
버리고,3.848233648887596,신나는
안녕,3.8445029906458474,신나는
웃고,3.843578853846066,신나는
여기서,3.8409797433174147,신나는
눈앞에,3.8289194920241525,신나는
빌어,3.8274447248997228,신나는
세상은,3.826852440952031,신나는
타올라,3.8263665666533604,신나는
날아,3.8242396130960947,신나는
길이,3.819748322770999,신나는
거침없이,3.8138519251326635,신나는
올라,3.81040267431874,신나는
곧,3.807303129767419,신나는
그럼,3.8039953225927086,신나는
아무리,3.802961137870028,신나는
들어와,3.7802114423033553,신나는
그녀가,3.774684076269625,신나는
때론,3.7723375099296548,신나는
없던,3.7678657007522443,신나는
못하게,3.767000507585496,신나는
잃어버린,3.765928976713097,신나는
곳으로,3.76138328987071,신나는
눈물,3.7607274003260716,신나는
이제야,3.7603792238148133,신나는
내려,3.7551824009230073,신나는
비친,3.738565749076257,신나는
같은데,3.7383098928202925,신나는
꺼내,3.7272151300826573,신나는
여길,3.7249251987260106,신나는
심장,3.7244782730540456,신나는
뭐라,3.719158951018844,신나는
뭐래도,3.7055058459869,신나는
해가,3.7004157747885373,신나는
줄래,3.6861916070190315,신나는
쏟아지는,3.68255534691782,신나는
신나게,3.6737180924959434,신나는
나쁜,3.6713434329465944,신나는
보다,3.668989685038826,신나는
눈빛에,3.6653085291300713,신나는
먼,3.654221472860596,신나는
울고,3.6521525022296535,신나는
그댈,3.651678998314834,신나는
더욱,3.6506718606587167,신나는
지금이,3.6489530571486655,신나는
몸에,3.644145705295583,신나는
끝없이,3.64304339476091,신나는
달콤하게,3.6387729425220354,신나는
밖에,3.6365848379704713,신나는
시선,3.6294547995903597,신나는
있어도,3.628431159052489,신나는
뭔지,3.6263704476999186,신나는
너에게로,3.6216622181373337,신나는
불을,3.6209306840820545,신나는
위험해,3.619264464807839,신나는
망설이지,3.617401023668895,신나는
오오,3.6070027397409703,신나는
펼쳐진,3.6015913127980057,신나는
그땐,3.599686494486412,신나는
수많은,3.5986217334220463,신나는
의미,3.5924577718843818,신나는
이제부터,3.5896884475670214,신나는
돌아와,3.5840514194083792,신나는
맘껏,3.5820537580276364,신나는
갇혀,3.581579972881474,신나는
불,3.58011123332353,신나는
놓지,3.5784293961550504,신나는
뿐이야,3.5732614042149926,신나는
부셔,3.5732275860128717,신나는
맞아,3.569382215586095,신나는
아파,3.568912852551942,신나는
사랑하는,3.562142984825152,신나는
뜨거워,3.561270328170262,신나는
거니,3.560770338149187,신나는
뜨거,3.5594328492633496,신나는
첫,3.551601613137298,신나는
뒤,3.549620174982223,신나는
어린,3.549229033319583,신나는
믿지,3.5490880619426135,신나는
상처,3.5476264675339184,신나는
웃는,3.5440550797619506,신나는
가끔,3.5438956704364877,신나는
머리가,3.5436043313287677,신나는
좋아하는,3.5383884642850525,신나는
마냥,3.5339929375067394,신나는
야,3.525186232974939,신나는
원래,3.513745486259508,신나는
날이,3.4993851218762027,신나는
별빛,3.498291961880902,신나는
마라,3.4968083483935932,신나는
눈부시게,3.494961234531002,신나는
맞지,3.4931269814094295,신나는
빨간,3.4909936830144255,신나는
닮은,3.4888422332456583,신나는
목소리,3.4862862140617783,신나는
점,3.4830090422330278,신나는
선,3.4768216892974104,신나는
질러,3.476334951741444,신나는
기다린,3.4671975802605544,신나는
대신,3.4665772571591043,신나는
발,3.4527537517608855,신나는
두근두근,3.4518571063129415,신나는
비밀,3.4504887606613317,신나는
서로의,3.4494977749346485,신나는
걸음,3.449108192809358,신나는
집에,3.446931990832115,신나는
들어가,3.4447269666026097,신나는
노는,3.4432867441985926,신나는
갇힌,3.4410778595344875,신나는
다음,3.436555411452634,신나는
우리만의,3.428804523776877,신나는
이러다,3.422908034558049,신나는
어쩔,3.414364771359935,신나는
살고,3.411369024423095,신나는
행복해,3.406810132396802,신나는
살아,3.4034861934567244,신나는
새롭게,3.393935950039986,신나는
있고,3.39304287467793,신나는
빛나,3.3913731215387055,신나는
없지만,3.390415874580664,신나는
꿈만,3.3791498465728793,신나는
눈빛이,3.378660029870251,신나는
수도,3.374996592406437,신나는
하얗게,3.371916858801203,신나는
또다시,3.3710131130311463,신나는
좋아해,3.3703573538033433,신나는
빠르게,3.3620798955617,신나는
나처럼,3.3602430778953587,신나는
즐겨,3.359168330816667,신나는
어쩌나,3.355272362420159,신나는
모든게,3.3343580709062905,신나는
비가,3.332645745405947,신나는
절대로,3.3302860529292504,신나는
어깨,3.3277512017419606,신나는
바람이,3.3254328656940726,신나는
어두운,3.3229671226454514,신나는
워,3.3120692208546334,신나는
감정,3.3103637898985525,신나는
행복한,3.3088203985345213,신나는
느껴져,3.3077516185241933,신나는
가만히,3.307359644987096,신나는
오늘이,3.301390818369177,신나는
향기,3.2981353788694863,신나는
사랑한다고,3.2953611395604296,신나는
나나나나,3.2898014518284726,신나는
사랑했던,3.2860699916293745,신나는
새,3.2840488275786037,신나는
다신,3.277090414779875,신나는
다시는,3.2766767133551906,신나는
말아요,3.2754208262624096,신나는
골라,3.2708830938077176,신나는
가면,3.267903171253284,신나는
남은,3.267746227118398,신나는
하나도,3.2652801648210437,신나는
뒤에,3.264328074017798,신나는
흐르는,3.2564630283791987,신나는
있니,3.255176748861807,신나는
빠른,3.2542248406021095,신나는
날아올라,3.2503781477718734,신나는
뿐,3.2459975444560087,신나는
을,3.239976523519854,신나는
찬란한,3.2388564023407374,신나는
밤새,3.237984917655977,신나는
타,3.2316444133820914,신나는
모두다,3.2307115958221653,신나는
찾을,3.2266259515035762,신나는
거라고,3.225416517641774,신나는
일은,3.2212221446652776,신나는
매번,3.219718146118483,신나는
심장을,3.2161316672545053,신나는
너밖에,3.213609788469091,신나는
속을,3.2130108547644456,신나는
설레는,3.2057716737627895,신나는
놀아,3.2035354988421334,신나는
어디든지,3.2017664564801325,신나는
떨려,3.197630316425477,신나는
너가,3.196087144778097,신나는
한번만,3.1906941050268083,신나는
하나가,3.1856337127206023,신나는
해줄게,3.1839525014610097,신나는
좋아요,3.1751541806994816,신나는
미치게,3.1724876768077968,신나는
용기를,3.1721613804841224,신나는
밝게,3.1710750849165024,신나는
말하지,3.169815760421461,신나는
나면,3.1679212547919064,신나는
감고,3.1675904551543326,신나는
할까,3.1657383885012695,신나는
어둠이,3.1634635762284686,신나는
준비,3.1608903952535767,신나는
곳을,3.15380143326974,신나는
음,3.152237612709465,신나는
그러니,3.148467273862618,신나는
파란,3.14668256142107,신나는
화려한,3.146591203135983,신나는
서로를,3.140235720388164,신나는
중,3.1398295027108767,신나는
바라,3.139390565892786,신나는
아프게,3.1381501754999017,신나는
아까워,3.137530244797917,신나는
흔들어봐,3.121493787928461,신나는
위해서,3.121294260135361,신나는
주는,3.12079345461198,신나는
차,3.1196077694424273,신나는
끌려,3.113422724630932,신나는
기분은,3.112742745945434,신나는
수는,3.112182502057834,신나는
불이,3.110434422569883,신나는
푹,3.109329787290685,신나는
뭔데,3.1072759583604217,신나는
손이,3.1061812157754853,신나는
떨리는,3.105354602392291,신나는
사라져,3.102943435225102,신나는
나보다,3.09494110838468,신나는
귓가에,3.0883777384515785,신나는
짧은,3.0878126058977378,신나는
어디서,3.0871897018031054,신나는
살,3.087172827140836,신나는
달리고,3.0866436874531433,신나는
친구,3.0843123012603053,신나는
말은,3.078837841247958,신나는
안아,3.076974239228674,신나는
숨길,3.074226905107547,신나는
빙글빙글,3.065430067232073,신나는
있을까,3.056499655231852,신나는
만든,3.0563022515305796,신나는
같지,3.0535160783290203,신나는
자신,3.053329797042682,신나는
걱정은,3.0525054455162666,신나는
가도,3.0514993222851237,신나는
멈춘,3.0508707705210028,신나는
하니,3.0508249545765227,신나는
잠깐만,3.0409341996215677,신나는
변해,3.037728164263564,신나는
그대에게,3.035791993155774,신나는
햇살,3.0342093171993016,신나는
나에겐,3.0322113668734416,신나는
매일이,3.0229887892081755,신나는
넘어,3.020017273895181,신나는
나로,3.0058356693384343,신나는
까만,3.00189265342816,신나는
해요,3.0013104172378586,신나는
두려워,3.000313457738472,신나는
부신,2.996746096511637,신나는
없어요,2.991965797261156,신나는
마주,2.9919221379434755,신나는
있을게,2.986465126778231,신나는
밤은,2.9817479286348187,신나는
알게,2.972743586097055,신나는
생각하면,2.9703024722695055,신나는
있나,2.9699462959401526,신나는
확,2.9635194128645543,신나는
후회,2.9528134411233586,신나는
내일이,2.951092747797441,신나는
이름을,2.9485321890514227,신나는
생각에,2.9475123148538835,신나는
가지마,2.9380937694235705,신나는
놓치지,2.9345866382336414,신나는
보이지,2.9308185435070664,신나는
뛰는,2.9289522076507035,신나는
가요,2.9248589380422603,신나는
어지러워,2.919240194467838,신나는
물,2.9190415198492015,신나는
사람이,2.9090245855604757,신나는
지쳐,2.9083917320840373,신나는
취해,2.906356624582286,신나는
가득해,2.9051451129742194,신나는
그대는,2.902579608825687,신나는
날에,2.9018013187792526,신나는
태워,2.9007078198426575,신나는
외로워,2.8991945873587217,신나는
공간,2.898953408120907,신나는
부서지는,2.8970553601871822,신나는
너만이,2.8948159066778505,신나는
건데,2.8937833799425583,신나는
라,2.8927817776441884,신나는
하늘이,2.8923552329834856,신나는
꿈은,2.8833697469222286,신나는
하루가,2.877265185124586,신나는
리듬에,2.8738386191949865,신나는
도는,2.873311319025285,신나는
솔직하게,2.869367040472576,신나는
있는지,2.8684355946572246,신나는
당당하게,2.8631758627918664,신나는
잠이,2.857973208613967,신나는
끝을,2.8562411638697482,신나는
이별,2.8558843646018737,신나는
매일매일,2.8439333815623473,신나는
